currency,main-programming-language,company-type,workmode,min-experience,max-experience,english-level,max-title,income-in-currency
Pesos,Python,Colombiana con mercado extranjero,Remoto,6,6,4,4,104000000.0
Pesos,SQL,Extranjera,Presencial,1,1,4,4,38000000.0
Pesos,C#,Colombiana con mercado nacional,Remoto,6,6,3,4,120000000.0
Dólares,Javascript,Extranjera,Remoto,3,3,1,2,15600.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,1,1,4,4,67200000.0
Dólares,Javascript,Extranjera,Remoto,10,10,1,3,48000.0
Pesos,SQL,Extranjera,Remoto,1,1,1,4,60000000.0
Pesos,SQL,Extranjera,Remoto,7,7,3,5,236400000.0
Dólares,Python,Extranjera,Remoto,7,7,3,5,60000.0
Pesos,Javascript,Extranjera,Híbrido,16,16,3,4,162000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,5,5,4,4,77700000.0
Dólares,Soy Manager,Extranjera,Híbrido,7,7,4,4,87000.0
Pesos,Ruby,Colombiana con mercado extranjero,Remoto,10,10,3,4,150000000.0
Pesos,Java,Extranjera,Remoto,10,10,2,4,118000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,8,8,1,4,230000000.0
Dólares,PHP,Colombiana con mercado extranjero,Remoto,5,5,2,1,30550.0
Dólares,Go,Extranjera,Remoto,9,9,2,4,86000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,7,7,2,4,122000000.0
Dólares,Soy Manager,Extranjera,Híbrido,11,11,3,5,108000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,6,6,1,4,102000000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,4,4,2,5,80000000.0
Dólares,Soy Manager,Colombiana con mercado extranjero,Remoto,4,4,3,4,24000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,5,5,4,4,132000000.0
Pesos,Ruby,Colombiana con mercado nacional,Remoto,3,3,2,3,38278296.0
Pesos,C#,Extranjera,Remoto,9,9,4,4,222066000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,20,20,1,5,200.0
Pesos,Java,Colombiana con mercado nacional,Remoto,5,5,3,4,105000000.0
Dólares,Typescript,Extranjera,Remoto,13,13,4,4,131436.0
Pesos,SQL,Extranjera,Remoto,30,30,1,4,80000000.0
Dólares,C#,Extranjera,Remoto,18,18,3,5,5500.0
Pesos,Otro lenguaje de programación,Colombiana con mercado extranjero,Híbrido,3,3,2,4,42500000.0
Pesos,Javascript,Extranjera,Híbrido,3,3,3,4,10000000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,12,12,4,5,300000000.0
Pesos,PHP,Colombiana con mercado nacional,Híbrido,15,15,2,4,108000000.0
Pesos,C#,Extranjera,Remoto,15,15,4,1,325000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Híbrido,1,1,3,4,48100000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,4,4,3,4,140000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,15,15,4,3,21000000.0
Pesos,C#,Extranjera,Remoto,4,4,4,5,141600000.0
Dólares,Javascript,Colombiana con mercado extranjero,Remoto,6,6,1,3,32000.0
Pesos,Typescript,Extranjera,Remoto,6,6,4,4,206102000.0
Pesos,Python,Colombiana con mercado nacional,Híbrido,4,4,4,4,56640000.0
Pesos,SQL,Colombiana con mercado extranjero,Remoto,5,5,0,5,90000000.0
Dólares,Python,Extranjera,Remoto,1,1,4,5,19200.0
Pesos,Go,Colombiana con mercado extranjero,Remoto,77,77,3,4,84000000.0
Dólares,Javascript,Extranjera,Remoto,5,5,1,3,24000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,3,3,2,2,275000000.0
Pesos,Java,Colombiana con mercado nacional,Híbrido,8,8,1,4,104000000.0
Dólares,Typescript,Extranjera,Remoto,9,9,3,4,64000.0
Dólares,Rust,Extranjera,Remoto,11,11,4,4,95000.0
Dólares,Typescript,Extranjera,Remoto,10,10,4,3,63900.0
Pesos,Java,Colombiana con mercado nacional,Remoto,4,4,2,4,4000000.0
Pesos,Java,Extranjera,Híbrido,2,2,2,4,106000000.0
Dólares,Python,Soy independiente (Freelance),Remoto,5,5,4,4,100000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,3,3,3,4,66000000.0
Dólares,Python,Extranjera,Remoto,2,2,3,4,50000.0
Pesos,Typescript,Extranjera,Remoto,6,6,4,5,400000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Híbrido,8,8,4,4,19200000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,4,4,4,3,98000000.0
Pesos,Java,Colombiana con mercado nacional,Híbrido,4,4,3,1,5200000.0
Pesos,Javascript,Extranjera,Híbrido,6,6,1,4,150000000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,2,2,3,4,72000000.0
Pesos,Javascript,Colombiana con mercado nacional,Híbrido,8,8,2,4,84500000.0
Pesos,Javascript,Extranjera,Remoto,14,14,3,4,313688000.0
Pesos,Python,Extranjera,Híbrido,12,12,4,4,132000000.0
Pesos,Otro lenguaje de programación,Colombiana con mercado nacional,Remoto,5,5,1,4,5000000.0
Pesos,Ruby,Colombiana con mercado nacional,Híbrido,7,7,4,4,112000.0
Pesos,Java,Extranjera,Remoto,20,20,2,2,225000000.0
Dólares,Javascript,Extranjera,Remoto,12,12,3,4,120000.0
Pesos,Python,Colombiana con mercado extranjero,Híbrido,6,6,4,4,92000000.0
Dólares,Go,Extranjera,Remoto,5,5,4,5,100000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,1,1,1,4,44000000.0
Dólares,Typescript,Extranjera,Remoto,5,5,2,4,60000.0
Pesos,C#,Colombiana con mercado nacional,Remoto,3,3,0,3,5200000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,7,7,2,4,98000000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,4,4,3,5,38400000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,17,17,3,4,190000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,17,17,2,5,12000000.0
Pesos,Kotlin,Colombiana con mercado extranjero,Híbrido,10,10,1,4,24000000.0
Dólares,C#,Soy independiente (Freelance),Remoto,6,6,4,5,85000.0
Pesos,C#,Colombiana con mercado nacional,Híbrido,4,4,2,4,82000000.0
Pesos,Typescript,Colombiana con mercado nacional,Híbrido,2,2,2,4,24350000.0
Dólares,SQL,Colombiana con mercado extranjero,Remoto,13,13,3,4,4000.0
Dólares,Otro lenguaje de programación,Extranjera,Remoto,3,3,2,2,21240.0
Pesos,Python,Extranjera,Remoto,8,8,3,4,204000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,3,3,2,4,53303699.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,2,2,4,4,106800000.0
Pesos,Java,Extranjera,Remoto,4,4,4,4,57600000.0
Pesos,Java,Extranjera,Remoto,4,4,2,4,60000000.0
Pesos,Python,Extranjera,Remoto,6,6,4,5,228000000.0
Pesos,Javascript,Extranjera,Remoto,4,4,4,4,103600000.0
Pesos,Javascript,Extranjera,Remoto,10,10,2,4,182000000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,5,5,4,4,150000000.0
Pesos,Swift/Objective C,Colombiana con mercado nacional,Remoto,5,5,2,5,140000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,8,8,3,5,234000000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,4,4,2,4,75600000.0
Dólares,Javascript,Extranjera,Remoto,7,7,4,5,98820.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,5,5,4,3,240000000.0
Pesos,C#,Extranjera,Remoto,10,10,2,5,75000000.0
Pesos,Otro lenguaje de programación,Extranjera,Remoto,16,16,4,4,23000000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,2,2,4,4,3000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,1,1,3,4,63000000.0
Dólares,Javascript,Extranjera,Remoto,8,8,2,4,48000.0
Pesos,Swift/Objective C,Extranjera,Híbrido,11,11,4,4,600000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,13,13,3,4,240000000.0
Dólares,Typescript,Extranjera,Remoto,4,4,3,1,45.6
Pesos,Kotlin,Extranjera,Remoto,10,10,4,4,222000000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,11,11,4,4,390000000.0
Dólares,Scala,Extranjera,Remoto,12,12,4,4,180000.0
Dólares,C#,Extranjera,Remoto,10,10,3,4,90000.0
Dólares,Javascript,Extranjera,Remoto,8,8,4,4,65000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,2,2,2,4,89400000.0
Pesos,Ruby,Colombiana con mercado nacional,Remoto,12,12,1,4,126100000.0
Pesos,Java,Extranjera,Remoto,12,12,3,4,11000000.0
Pesos,Soy Manager,Colombiana con mercado extranjero,Remoto,12,12,3,5,15500000.0
Pesos,Soy Manager,Colombiana con mercado extranjero,Remoto,12,12,4,5,328000000.0
Dólares,Python,Extranjera,Remoto,5,5,1,4,28800.0
Dólares,Python,Extranjera,Remoto,7,7,4,4,65000.0
Dólares,Javascript,Extranjera,Remoto,10,10,3,4,65000.0
Dólares,Ruby,Extranjera,Remoto,15,15,3,4,7200.0
Dólares,Go,Extranjera,Remoto,10,10,3,4,96000.0
Pesos,Java,Colombiana con mercado nacional,Híbrido,5,5,1,4,150000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,3,3,4,4,86000000.0
Pesos,Python,Extranjera,Remoto,9,9,3,5,330000000.0
Dólares,Python,Extranjera,Remoto,2,2,4,4,24000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,6,6,3,5,39360000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,5,5,2,4,84000000.0
Pesos,Visual Basic,Colombiana con mercado nacional,Presencial,4,4,3,4,28800000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,2,2,3,4,96000000.0
Pesos,SQL,Colombiana con mercado extranjero,Híbrido,2,2,1,4,6480000.0
Pesos,Dart,Extranjera,Remoto,3,3,2,4,78000000.0
Dólares,Go,Extranjera,Remoto,5,5,1,4,37000.0
Pesos,Go,Extranjera,Híbrido,8,8,2,4,160000000.0
Pesos,PHP,Extranjera,Remoto,15,15,4,5,360000000.0
Pesos,Javascript,Extranjera,Remoto,5,5,4,5,91200000.0
Pesos,PHP,Extranjera,Remoto,10,10,3,5,108000000.0
Pesos,Java,Colombiana con mercado extranjero,Híbrido,19,19,1,4,155000000.0
Pesos,Java,Colombiana con mercado nacional,Híbrido,10,10,2,4,99444000.0
Dólares,Typescript,Extranjera,Remoto,15,15,4,4,72000.0
Pesos,Java,Colombiana con mercado nacional,Híbrido,10,10,3,4,180000000.0
Pesos,Java,Extranjera,Remoto,14,14,3,4,22000000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,20,20,1,5,10500000.0
Dólares,Typescript,Extranjera,Remoto,3,3,4,4,24000.0
Pesos,Python,Extranjera,Remoto,4,4,4,4,89000000.0
Pesos,Python,Extranjera,Híbrido,7,7,1,3,115000000.0
Pesos,Javascript,Extranjera,Remoto,12,12,3,4,264000000.0
Pesos,Javascript,Extranjera,Remoto,39,39,4,5,21000000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,5,5,3,4,113000000.0
Pesos,Soy Manager,Extranjera,Remoto,15,15,4,5,384900000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,12,12,4,4,350000000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,1,1,4,4,45000000.0
Pesos,Javascript,Extranjera,Remoto,7,7,3,4,246000000.0
Pesos,Elixir,Colombiana con mercado nacional,Remoto,20,20,1,5,288000000.0
Pesos,PHP,Colombiana con mercado extranjero,Híbrido,13,13,3,4,276000000.0
Pesos,Otro lenguaje de programación,Colombiana con mercado extranjero,Remoto,9,9,3,5,232000000.0
Dólares,Java,Extranjera,Remoto,13,13,3,4,70770.0
Pesos,Elixir,Colombiana con mercado nacional,Remoto,9,9,4,4,290000000.0
Pesos,Typescript,Extranjera,Remoto,5,5,1,5,70000000.0
Dólares,Javascript,Extranjera,Remoto,8,8,4,4,72000.0
Pesos,Soy Manager,Colombiana con mercado extranjero,Remoto,10,10,4,4,600000000.0
Dólares,Ruby,Extranjera,Remoto,14,14,4,5,115200.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,20,20,3,5,222000000.0
Pesos,Typescript,Colombiana con mercado nacional,Remoto,10,10,4,4,283200000.0
Dólares,Go,Extranjera,Remoto,12,12,4,4,182000.0
Pesos,Python,Colombiana con mercado extranjero,Híbrido,5,5,4,5,100000000.0
Pesos,C#,Extranjera,Remoto,14,14,3,5,12000000.0
Pesos,Javascript,Extranjera,Remoto,10,10,1,4,140000000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,8,8,4,1,180000000.0
Pesos,Ruby,Colombiana con mercado extranjero,Remoto,12,12,4,5,180000000.0
Pesos,Python,Extranjera,Remoto,5,5,4,4,240000000.0
Pesos,PHP,Extranjera,Remoto,5,5,4,4,8000000.0
Pesos,Groovy,Colombiana con mercado nacional,Híbrido,3,3,1,4,3000000.0
Dólares,Javascript,Extranjera,Remoto,8,8,4,4,100000.0
Pesos,C++,Colombiana con mercado extranjero,Remoto,6,6,4,5,130000000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,3,3,4,1,5000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,10,10,3,2,134000000.0
Dólares,PHP,Extranjera,Remoto,19,19,3,3,66000.0
Pesos,Java,Extranjera,Remoto,8,8,4,5,210000000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,10,10,3,4,226800000.0
Dólares,Typescript,Extranjera,Remoto,6,6,4,4,66046.0
Pesos,Java,Extranjera,Híbrido,1,1,1,4,84000000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,8,8,4,4,15000000.0
Pesos,Typescript,Extranjera,Remoto,3,3,4,1,194000000.0
Dólares,Python,Extranjera,Remoto,9,9,4,4,240000.0
Dólares,Elixir,Extranjera,Remoto,18,18,4,5,11300.0
Dólares,Typescript,Extranjera,Remoto,8,8,4,5,42000.0
Pesos,Java,Colombiana con mercado extranjero,Híbrido,8,8,4,5,150000000.0
Dólares,Typescript,Extranjera,Remoto,5,5,3,4,49200.0
Dólares,Typescript,Extranjera,Remoto,4,4,2,4,12000.0
Dólares,Typescript,Extranjera,Remoto,6,6,4,4,49500.0
Pesos,Java,Extranjera,Remoto,9,9,3,5,160000000.0
Pesos,Python,Colombiana con mercado nacional,Híbrido,2,2,2,3,54000000.0
Pesos,Ruby,Extranjera,Remoto,15,15,4,4,192000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,10,10,2,4,16000000.0
Dólares,Dart,Soy independiente (Freelance),Remoto,17,17,4,5,20.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,4,4,2,3,105140000.0
Pesos,Python,Colombiana con mercado nacional,Híbrido,3,3,3,4,139000000.0
Pesos,Kotlin,Extranjera,Remoto,4,4,4,5,67000000.0
Dólares,Typescript,Extranjera,Remoto,5,5,4,4,70550.0
Pesos,Java,Extranjera,Remoto,13,13,3,5,215576400.0
Pesos,Swift/Objective C,Extranjera,Remoto,13,13,4,4,270.0
Pesos,Swift/Objective C,Extranjera,Remoto,13,13,4,4,271000000.0
Pesos,Javascript,Extranjera,Remoto,11,11,1,4,109000000.0
Pesos,Typescript,Extranjera,Remoto,3,3,2,4,91000000.0
Pesos,Soy Manager,Colombiana con mercado nacional,Remoto,20,20,4,5,150000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,7,7,3,4,140000000.0
Dólares,Typescript,Extranjera,Remoto,7,7,4,4,48960.0
Dólares,Javascript,Extranjera,Remoto,11,11,4,5,96000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,3,3,4,4,42000000.0
Dólares,Javascript,Extranjera,Remoto,10,10,4,1,90000.0
Pesos,Javascript,Colombiana con mercado nacional,Híbrido,3,3,1,3,4000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,3,3,3,2,31000000.0
Dólares,Javascript,Extranjera,Remoto,7,7,4,4,50400.0
Pesos,Javascript,Colombiana con mercado extranjero,Presencial,4,4,1,2,27700000.0
Pesos,Python,Colombiana con mercado extranjero,Híbrido,1,1,4,1,5850000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,6,6,4,4,95700000.0
Pesos,Java,Extranjera,Híbrido,1,1,3,4,1810000.0
Pesos,Dart,Extranjera,Remoto,4,4,4,4,90000000.0
Pesos,Java,Extranjera,Remoto,5,5,2,4,6000000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,3,3,3,4,52000000.0
Pesos,Java,Extranjera,Remoto,7,7,3,4,100.0
Pesos,Python,Extranjera,Remoto,8,8,4,5,275000000.0
Pesos,Kotlin,Colombiana con mercado extranjero,Remoto,5,5,2,1,133000000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,1,1,2,4,58900000.0
Pesos,Dart,Colombiana con mercado extranjero,Remoto,8,8,3,5,125000000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,6,6,3,4,110000000.0
Pesos,PHP,Colombiana con mercado nacional,Híbrido,2,2,3,1,45000000.0
Pesos,Typescript,Colombiana con mercado nacional,Remoto,3,3,3,4,24000000.0
Pesos,Javascript,Extranjera,Remoto,7,7,2,4,162924000.0
Dólares,C#,Colombiana con mercado nacional,Remoto,20,20,4,3,8000.0
Pesos,Python,Extranjera,Remoto,3,3,3,3,8100000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,3,3,2,4,5600000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,10,10,2,3,101400000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,3,3,4,4,3000000.0
Dólares,Typescript,Extranjera,Remoto,9,9,2,4,108000.0
Dólares,Ruby,Extranjera,Remoto,6,6,4,4,120000.0
Pesos,Kotlin,Extranjera,Remoto,8,8,4,5,18505500.0
Pesos,Otro lenguaje de programación,Colombiana con mercado extranjero,Remoto,4,4,3,4,109200000.0
Dólares,Java,Extranjera,Remoto,8,8,3,4,10000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,2,2,3,5,2000000.0
Dólares,Go,Extranjera,Remoto,8,8,3,3,50000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,10,10,3,4,230000000.0
Pesos,Soy Manager,Extranjera,Remoto,4,4,1,4,78000000.0
Dólares,Javascript,Extranjera,Remoto,5,5,3,4,39000.0
Pesos,C#,Extranjera,Remoto,17,17,2,4,147495120.0
Dólares,Go,Extranjera,Remoto,8,8,3,5,50000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,9,9,3,4,232000000.0
Pesos,Otro lenguaje de programación,Extranjera,Remoto,4,4,3,4,123244000.0
Dólares,Python,Extranjera,Híbrido,13,13,3,5,75000.0
Pesos,Go,Colombiana con mercado extranjero,Remoto,4,4,3,4,147000000.0
Pesos,C#,Colombiana con mercado nacional,Remoto,4,4,2,1,4000000.0
Dólares,Typescript,Extranjera,Remoto,3,3,4,4,15600.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,10,10,2,4,290000000.0
Pesos,Elixir,Colombiana con mercado nacional,Híbrido,9,9,3,4,250000000.0
Dólares,Python,Colombiana con mercado nacional,Remoto,6,6,2,4,42000.0
Pesos,Python,Extranjera,Remoto,4,4,2,5,170000000.0
Pesos,Python,Extranjera,Híbrido,4,4,3,4,93600000.0
Dólares,PHP,Colombiana con mercado extranjero,Remoto,8,8,3,4,48000.0
Dólares,Python,Extranjera,Remoto,5,5,4,4,85000.0
Pesos,Typescript,Colombiana con mercado nacional,Remoto,3,3,4,3,78000000.0
Dólares,Python,Soy independiente (Freelance),Remoto,3,3,3,1,16800.0
Pesos,Python,Colombiana con mercado nacional,Remoto,4,4,3,4,140000000.0
Pesos,Soy Manager,Colombiana con mercado extranjero,Híbrido,5,5,3,5,112000000.0
Dólares,Elixir,Extranjera,Remoto,6,6,4,4,3000.0
Pesos,Otro lenguaje de programación,Extranjera,Remoto,0,0,3,2,72000000.0
Pesos,Java,Extranjera,Remoto,12,12,2,4,12000000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,5,5,2,4,235000000.0
Dólares,Java,Extranjera,Remoto,10,10,2,4,4750.0
Pesos,Typescript,Extranjera,Remoto,6,6,4,4,9000000.0
Pesos,Java,Extranjera,Remoto,9,9,3,5,240000000.0
Pesos,Python,Extranjera,Remoto,4,4,3,2,8200000.0
Pesos,C#,Extranjera,Remoto,17,17,3,1,196000000.0
Pesos,C#,Colombiana con mercado nacional,Remoto,3,3,2,4,3126000.0
Pesos,Go,Extranjera,Híbrido,8,8,1,4,228000000.0
Pesos,Go,Extranjera,Remoto,5,5,1,4,106000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,7,7,3,4,226800000.0
Pesos,Python,Colombiana con mercado extranjero,Híbrido,3,3,3,5,147751387.2
Pesos,Python,Extranjera,Remoto,7,7,3,4,32000000.0
Pesos,Soy Manager,Colombiana con mercado nacional,Remoto,13,13,3,5,96000000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,12,12,1,5,156000000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,3,3,4,4,69966000.0
Dólares,Ruby,Extranjera,Remoto,14,14,4,5,98000.0
Pesos,Dart,Colombiana con mercado nacional,Híbrido,9,9,3,4,287500000.0
Pesos,Typescript,Colombiana con mercado extranjero,Híbrido,12,12,3,4,350600000.0
Pesos,Java,Extranjera,Remoto,10,10,4,1,400000000.0
Dólares,Javascript,Extranjera,Remoto,7,7,3,4,64400.0
Pesos,Python,Colombiana con mercado nacional,Presencial,1,1,0,4,1423500.0
Pesos,Typescript,Colombiana con mercado nacional,Presencial,0,0,4,4,36000000.0
Pesos,Python,Extranjera,Remoto,3,3,4,4,110000000.0
Dólares,Typescript,Extranjera,Remoto,8,8,4,5,11666.0
Pesos,Java,Colombiana con mercado nacional,Remoto,13,13,3,4,128700000.0
Pesos,Javascript,Extranjera,Remoto,6,6,3,5,145000000.0
Dólares,Javascript,Extranjera,Híbrido,8,8,3,4,70000.0
Dólares,Typescript,Extranjera,Remoto,8,8,3,4,72000.0
Dólares,Typescript,Extranjera,Remoto,1,1,3,4,6500.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,25,25,1,5,110000000.0
Dólares,Dart,Extranjera,Remoto,10,10,3,4,84000.0
Pesos,Typescript,Extranjera,Remoto,4,4,2,2,103000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,2,2,3,3,71000000.0
Pesos,Python,Colombiana con mercado extranjero,Híbrido,18,18,3,4,236000000.0
Pesos,Javascript,Extranjera,Remoto,12,12,3,4,104000000.0
Dólares,Typescript,Extranjera,Remoto,7,7,3,4,78000.0
Dólares,Typescript,Colombiana con mercado nacional,Remoto,4,4,3,1,48000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,20,20,4,5,306000000.0
Pesos,PHP,Colombiana con mercado nacional,Remoto,3,3,1,3,37800000.0
Pesos,Ruby,Colombiana con mercado nacional,Remoto,7,7,2,5,4400000.0
Dólares,Python,Colombiana con mercado extranjero,Híbrido,23,23,3,5,52000.0
Dólares,Javascript,Extranjera,Remoto,5,5,2,5,38400.0
Dólares,C#,Extranjera,Remoto,13,13,0,5,57430.0
Dólares,Dart,Extranjera,Remoto,4,4,4,4,110000.0
Dólares,Typescript,Extranjera,Remoto,3,3,3,1,42000.0
Dólares,Typescript,Colombiana con mercado extranjero,Híbrido,5,5,3,1,4600.0
Dólares,Swift/Objective C,Extranjera,Remoto,3,3,1,2,36000.0
Pesos,Python,Extranjera,Híbrido,1,1,4,4,50300000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,4,4,3,4,145000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,4,4,2,4,54000000.0
Pesos,Python,Colombiana con mercado nacional,Híbrido,3,3,2,4,52000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,5,5,2,4,9000000.0
Pesos,Kotlin,Colombiana con mercado extranjero,Remoto,11,11,3,5,22000000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,3,3,4,3,105000000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,15,15,2,5,91000000.0
Pesos,PHP,Colombiana con mercado extranjero,Remoto,3,3,1,4,7200000.0
Pesos,Python,Colombiana con mercado nacional,Híbrido,3,3,4,4,84000000.0
Pesos,C#,Colombiana con mercado nacional,Remoto,10,10,2,4,78000000.0
Dólares,Typescript,Extranjera,Remoto,2,2,2,2,1800.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,5,5,1,3,60000000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,2,2,3,5,57000000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,6,6,1,5,10500000.0
Pesos,Typescript,Extranjera,Híbrido,3,3,4,4,134200000.0
Dólares,Javascript,Extranjera,Remoto,4,4,4,5,40000.0
Pesos,SQL,Colombiana con mercado extranjero,Remoto,4,4,2,4,20000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,9,9,2,4,7000000.0
Pesos,ABAP,Extranjera,Remoto,8,8,2,4,133000000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,10,10,3,4,169000000.0
Pesos,Scala,Extranjera,Híbrido,2,2,4,2,110000000.0
Pesos,Python,Extranjera,Remoto,10,10,3,1,165000000.0
Dólares,Javascript,Extranjera,Remoto,8,8,4,3,60500.0
Pesos,Typescript,Colombiana con mercado nacional,Remoto,8,8,1,3,48000000.0
Dólares,Python,Extranjera,Remoto,15,15,4,4,99000.0
Pesos,Ruby,Colombiana con mercado extranjero,Remoto,15,15,4,4,229500000.0
Dólares,Typescript,Extranjera,Remoto,12,12,3,3,90000.0
Pesos,C#,Colombiana con mercado extranjero,Híbrido,6,6,3,4,74800000.0
Pesos,Javascript,Extranjera,Híbrido,10,10,1,5,231636000.0
Pesos,Go,Extranjera,Remoto,4,4,4,1,120000000.0
Pesos,Typescript,Colombiana con mercado nacional,Presencial,3,3,1,4,39216000.0
Dólares,Typescript,Extranjera,Remoto,12,12,4,5,170000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,5,5,4,4,50400000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,8,8,3,5,222066000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,8,8,2,5,150000000.0
Pesos,Java,Colombiana con mercado extranjero,Híbrido,1,1,2,2,49000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,6,6,3,4,60000000.0
Pesos,Python,Extranjera,Híbrido,10,10,4,5,460000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Presencial,6,6,1,3,7500000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,2,2,3,4,111000000.0
Pesos,Python,Extranjera,Remoto,7,7,4,4,12000000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,2,2,3,3,50000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,7,7,1,4,60500000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,4,4,2,4,95000000.0
Pesos,C#,Extranjera,Híbrido,2,2,1,4,35868800.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,13,13,1,2,18000000.0
Dólares,Typescript,Extranjera,Remoto,7,7,3,4,36000.0
Dólares,Typescript,Extranjera,Remoto,5,5,2,4,4000.0
Pesos,Javascript,Colombiana con mercado nacional,Presencial,7,7,1,4,90000000.0
Pesos,Typescript,Colombiana con mercado nacional,Remoto,4,4,2,5,78000000.0
Dólares,Ruby,Extranjera,Remoto,10,10,4,3,52800.0
