respondent_id,date_created,date_modified,company-type,company-activity,company-years,position,seniority,founder,experience,main-programming-language,contract-type,workmode,work-time,currency,income-in-currency,extra-income-in-currency,stocks,stock-type,max-title,english-level,city
12994465049,09/24/2021 6:52:52 PM,09/24/2021 7:06:25 PM,Empresa Colombiana con mercado Colombiano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,Frontend Developer/ Engineer,Mid (intermedio),No,1+ año,JavaScript,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",48,Pesos,42000000,0,0,No,Maestría,Básico (puede leer documentación y código en inglés),Medellín
12993375661,09/24/2021 10:37:20 AM,09/24/2021 10:44:00 AM,Empresa extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Backend Developer/ Engineer,Mid (intermedio),No,3 - 5 años,TypeScript,Contratista internacional,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",20,Dólares,24000,0,0,No,Maestría,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12982331130,09/20/2021 6:44:44 PM,09/20/2021 7:06:33 PM,Empresa Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,QA / Tester Engineer,Junior (Principiante),No,2+ años,Java,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",45,Pesos,21600000,3600000,1800000,No,Bachiller,Básico (puede leer documentación y código en inglés),Medellín
12981117823,09/20/2021 10:27:50 AM,09/20/2021 11:16:58 AM,Empresa extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,QA / Tester Engineer,Mid (intermedio),No,3 - 5 años,TypeScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera","Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",42,Pesos,64800000,0,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín
12981194677,09/20/2021 10:53:45 AM,09/20/2021 11:08:57 AM,Empresa Colombiana con mercado global,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,QA / Tester Engineer,Junior (Principiante),No,2+ años,Java,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera","Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",45,Pesos,48000000,4000000,0,No,Técnico,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín
12981123858,09/20/2021 10:29:55 AM,09/20/2021 10:43:00 AM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Backend Developer/ Engineer,Mid (intermedio),No,3 - 5 años,Java,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",45,Pesos,96000000,0,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín
12978588177,09/19/2021 1:03:46 AM,09/19/2021 1:13:01 AM,Empresa extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",5 - 10,Frontend Developer/ Engineer,Senior (Avanzado),No,3 - 5 años,TypeScript,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",32,Pesos,55000000,0,0,Sí - stock options,Bachiller,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12978409087,09/18/2021 4:58:15 PM,09/18/2021 8:59:33 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Analyst / Analista,Mid (intermedio),No,3 - 5 años,Python,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera","Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Pesos,50400000,8400000,3200000,No,Pregrado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12978175383,09/18/2021 4:20:25 PM,09/18/2021 4:26:00 PM,Empresa Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Software Architect / Arquitecto de software,Senior (Avanzado),Sí,5 - 10 años,TypeScript,Contrato a término fijo,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",50,Pesos,60000000,0,0,Sí - stock options,Maestría,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Pasto
12978150540,09/18/2021 3:52:19 PM,09/18/2021 4:15:42 PM,Empresa Colombiana con mercado EEUU,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,Software Engineer,Mid (intermedio),No,5 - 10 años,Java,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",43,Pesos,87000000,9000000,0,No,Pregrado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Bogotá
12977975833,09/18/2021 12:42:15 PM,09/18/2021 12:52:19 PM,Empresa extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,Otro,Mid (intermedio),No,Menos de 1 año,Python,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",30,Pesos,300000000,0,30000000,Sí - rsus,Especialista,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12977112199,09/17/2021 11:02:14 PM,09/17/2021 11:28:47 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Senior (Avanzado),No,3 - 5 años,JavaScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera","Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",48,Pesos,63000000,460000,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12976555903,09/17/2021 4:27:35 PM,09/17/2021 5:42:06 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Engineer,Mid (intermedio),No,5 - 10 años,Java,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Pesos,48000000,12000000,0,No,Tecnólogo,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín
12975494887,09/17/2021 9:27:30 AM,09/17/2021 9:40:45 AM,Empresa Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Analyst / Analista,Mid (intermedio),No,1+ año,TSQL,Otro,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",44,Pesos,27600000,0,0,No,Pregrado,Básico (puede leer documentación y código en inglés),Montería
12973005929,09/16/2021 1:41:14 PM,09/16/2021 1:51:09 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera","Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,66000000,5500000,3800000,No,Bachiller,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12972985873,09/16/2021 1:27:55 PM,09/16/2021 1:40:46 PM,Empresa extranjera,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,Frontend Developer/ Engineer,Senior (Avanzado),No,5 - 10 años,JavaScript,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Pesos,144000000,30000000,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín
12972851432,09/16/2021 12:36:46 PM,09/16/2021 12:47:25 PM,Empresa Colombiana con mercado latinoamericano,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Menos de 1,Web Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,18000000,0,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Cali
12972662090,09/16/2021 11:20:15 AM,09/16/2021 11:33:32 AM,Empresa Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Backend Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",45,Pesos,42000000,1200000,0,No,Bachiller,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12972650312,09/16/2021 11:15:41 AM,09/16/2021 11:21:07 AM,Empresa Colombiana con mercado latinoamericano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Senior (Avanzado),No,10 - 15 años,JavaScript,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Pesos,96000000,8000000,0,No,Bachiller,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12972615518,09/16/2021 11:02:34 AM,09/16/2021 11:15:49 AM,Empresa Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Backend Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,60000000,0,0,No,Bachiller,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Neiva
12972443098,09/16/2021 10:02:20 AM,09/16/2021 10:10:16 AM,Empresa Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Backend Developer/ Engineer,Junior (Principiante),No,3 - 5 años,Ruby,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Pesos,18000000,6000000,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Otro
12972422901,09/16/2021 9:55:07 AM,09/16/2021 10:02:48 AM,Empresa Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Otro,Junior (Principiante),No,Menos de 1 año,JavaScript,Contrato a término fijo,Presencial (ocupa más del 60% de su tiempo en una oficina),40,Pesos,1320000,0,0,No,Técnico,Básico (puede leer documentación y código en inglés),Medellín
12972163515,09/16/2021 8:23:52 AM,09/16/2021 8:32:26 AM,Empresa Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,Más de 10,QA / Tester Engineer,Mid (intermedio),No,2+ años,JavaScript,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",45,Pesos,84000000,0,0,No,Pregrado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12971754258,09/16/2021 5:31:13 AM,09/16/2021 5:43:47 AM,Soy independiente (freelance),Consultoría y servicios de desarrollo de software a la medida,2 - 5,Full Stack Developer/ Engineer,Otro,No,Más de 15 años,PHP,Otro,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",60,Pesos,4000000,0,0,No,Bachiller,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12971117854,09/15/2021 11:44:26 PM,09/15/2021 11:55:34 PM,Empresa Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,QA / Tester Engineer,Mid (intermedio),No,10 - 15 años,C#,Contrato a término indefinido,Presencial (ocupa más del 60% de su tiempo en una oficina),45,Pesos,40800000,0,0,No,Pregrado,Ninguno,Bucaramanga
12971118065,09/15/2021 11:44:38 PM,09/15/2021 11:52:07 PM,Empresa Colombiana con mercado latinoamericano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Backend Developer/ Engineer,Mid (intermedio),No,3 - 5 años,Java,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,30000000,0,0,No,Pregrado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Bogotá
12971053350,09/15/2021 10:55:29 PM,09/15/2021 11:10:42 PM,Empresa Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Backend Developer/ Engineer,Senior (Avanzado),Sí,10 - 15 años,PHP,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,3877000,1000000,0,Sí - stock options,Especialista,Básico (puede leer documentación y código en inglés),
12970933077,09/15/2021 9:29:58 PM,09/15/2021 10:26:10 PM,Empresa Colombiana con mercado latinoamericano,Otro,2 - 5,Data Scientist / Engineer,Senior (Avanzado),Sí,Menos de 1 año,Python,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,60000000,0,0,No,Maestría,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12970953076,09/15/2021 9:43:12 PM,09/15/2021 9:55:28 PM,Empresa extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,Software Architect / Arquitecto de software,Senior (Avanzado),No,Más de 15 años,C#,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera","Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Pesos,268102530,107461622,68965517,Sí - stock options,Maestría,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Otro
12970948614,09/15/2021 9:39:45 PM,09/15/2021 9:49:47 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Machine learning Specialist / Engineer,Mid (intermedio),No,3 - 5 años,Python,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Pesos,84000000,1500000,0,No,Pregrado,Nativo,Bogotá
12970770913,09/15/2021 7:56:15 PM,09/15/2021 8:07:39 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Engineer,Senior (Avanzado),No,Más de 15 años,JavaScript,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,122400000,4800000,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12970611615,09/15/2021 6:41:53 PM,09/15/2021 7:16:01 PM,Empresa Colombiana con mercado latinoamericano,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Developer/ Engineer,Mid (intermedio),No,3 - 5 años,JavaScript,Contrato a término indefinido,Presencial (ocupa más del 60% de su tiempo en una oficina),45,Pesos,42000000,0,0,No,Tecnólogo,Básico (puede leer documentación y código en inglés),Bogotá
12970671750,09/15/2021 7:08:11 PM,09/15/2021 7:14:44 PM,Empresa Colombiana con mercado Colombiano,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",5 - 10,Frontend Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",45,Pesos,31200000,600000,0,No,Bachiller,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12970528850,09/15/2021 6:09:02 PM,09/15/2021 6:22:18 PM,Empresa extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Full Stack Developer/ Engineer,Senior (Avanzado),No,5 - 10 años,JavaScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera","Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,78000000,0,0,No,Pregrado,Básico (puede leer documentación y código en inglés),Pereira
12970228477,09/15/2021 4:08:28 PM,09/15/2021 4:17:06 PM,Empresa Colombiana con mercado global,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Architect / Arquitecto de software,Mid (intermedio),No,5 - 10 años,Java,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",45,Pesos,46800000,0,0,No,Pregrado,Básico (puede leer documentación y código en inglés),Pereira
12970224611,09/15/2021 4:06:32 PM,09/15/2021 4:14:41 PM,Empresa Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Junior (Principiante),No,Menos de 1 año,JavaScript,Contrato a término fijo,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",45,Pesos,24000000,0,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Otro
12970198690,09/15/2021 3:56:01 PM,09/15/2021 4:05:51 PM,Empresa Colombiana con mercado global,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Mid (intermedio),No,1+ año,TypeScript,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",45,Pesos,21600000,960000,26400000,No,Tecnólogo,Básico (puede leer documentación y código en inglés),Medellín
12969725351,09/15/2021 12:47:13 PM,09/15/2021 1:05:59 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Engineer,Senior (Avanzado),No,3 - 5 años,JavaScript,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,69600000,0,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín
12969667650,09/15/2021 12:26:08 PM,09/15/2021 12:48:31 PM,Empresa extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,Software Engineer,Senior (Avanzado),No,3 - 5 años,Python,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Pesos,125000000,15000000,35000000,Sí - rsus,Especialista,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12969667050,09/15/2021 12:26:11 PM,09/15/2021 12:35:59 PM,Empresa extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Software Engineer,Senior (Avanzado),No,5 - 10 años,Java,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,99792000,20000000,0,No,Maestría,Básico (puede leer documentación y código en inglés),Bogotá
12969358492,09/15/2021 10:38:58 AM,09/15/2021 10:47:39 AM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Otro,Senior (Avanzado),No,5 - 10 años,SQL,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,104000000,8000000,0,No,Técnico,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Otro
12969278071,09/15/2021 10:13:24 AM,09/15/2021 10:27:32 AM,Empresa extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",2 - 5,Machine learning Specialist / Engineer,Mid (intermedio),No,3 - 5 años,Python,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",45,Pesos,180000000,0,0,Sí - stock options,Pregrado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12969244918,09/15/2021 10:02:58 AM,09/15/2021 10:17:06 AM,Empresa Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Engineer,Mid (intermedio),No,3 - 5 años,JavaScript,Contrato a término fijo,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,30000000,0,0,No,Maestría,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12969235142,09/15/2021 10:00:12 AM,09/15/2021 10:15:22 AM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Full Stack Developer/ Engineer,Junior (Principiante),No,Menos de 1 año,JavaScript,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,24000000,2500000,0,No,Bachiller,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Barranquilla
12969186359,09/15/2021 9:43:36 AM,09/15/2021 10:00:06 AM,Empresa extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Data Scientist / Engineer,Mid (intermedio),No,2+ años,Python,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,73200000,6100000,0,Sí - stock options,Pregrado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Bogotá
12969066387,09/15/2021 9:05:05 AM,09/15/2021 9:19:57 AM,Empresa Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Engineer,Junior (Principiante),No,2+ años,JavaScript,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,44400000,0,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Cali
12968996256,09/15/2021 8:42:14 AM,09/15/2021 9:13:16 AM,Empresa Colombiana con mercado latinoamericano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Data Scientist / Engineer,Junior (Principiante),No,Menos de 1 año,SQL,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",48,Pesos,24000000,6000000,0,No,Pregrado,Básico (puede leer documentación y código en inglés),Bogotá
12968951199,09/15/2021 8:27:48 AM,09/15/2021 8:41:26 AM,Empresa Colombiana con mercado Colombiano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",Más de 10,Analyst / Analista,Senior (Avanzado),No,1+ año,Python,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",45,Pesos,55200000,0,0,No,Pregrado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Bogotá
12968955486,09/15/2021 8:29:18 AM,09/15/2021 8:39:44 AM,Empresa Colombiana con mercado global,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",Más de 10,Developer/ Engineer,Junior (Principiante),No,Menos de 1 año,TypeScript,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",45,Pesos,39951000,7780000,0,No,Pregrado,Básico (puede leer documentación y código en inglés),Medellín
12968769280,09/15/2021 7:23:42 AM,09/15/2021 7:35:08 AM,Empresa Colombiana con mercado EEUU,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,Backend Developer/ Engineer,Mid (intermedio),No,3 - 5 años,Python,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",48,Pesos,60000000,0,0,No,Pregrado,Básico (puede leer documentación y código en inglés),Pereira
12968687666,09/15/2021 6:53:07 AM,09/15/2021 7:05:09 AM,Empresa Colombiana con mercado global,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Software Engineer,Senior (Avanzado),No,5 - 10 años,JavaScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa extranjera","Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,120000000,5000000,0,No,Doctorado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Bogotá
12968581800,09/15/2021 6:11:07 AM,09/15/2021 6:18:42 AM,Empresa Colombiana con mercado Colombiano,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Machine learning Specialist / Engineer,Senior (Avanzado),No,5 - 10 años,"Ninguno, porque soy mánager 😭",Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",50,Pesos,168000000,70000000,0,No,Maestría,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Bogotá
12968158182,09/15/2021 2:49:07 AM,09/15/2021 2:59:08 AM,Empresa Colombiana con mercado EEUU,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Machine learning Specialist / Engineer,Senior (Avanzado),No,3 - 5 años,Python,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,144000000,12000,4000,Sí - stock options,Pregrado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Medellín
12968055477,09/15/2021 1:46:50 AM,09/15/2021 2:07:15 AM,Empresa Colombiana con mercado Colombiano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",Más de 10,Data Scientist / Engineer,Mid (intermedio),No,3 - 5 años,R,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",45,Pesos,38400000,3840000,3200000,No,Maestría,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12967698705,09/14/2021 9:32:59 PM,09/14/2021 9:47:47 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Engineer,Senior (Avanzado),No,5 - 10 años,Python,Contratista internacional,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Dólares,45000,0,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12967498303,09/14/2021 7:40:52 PM,09/14/2021 7:50:49 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Engineer,Senior (Avanzado),No,5 - 10 años,JavaScript,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,110000000,0,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Medellín
12967307384,09/14/2021 6:15:11 PM,09/14/2021 6:24:19 PM,Empresa extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Data Scientist / Engineer,Mid (intermedio),No,5 - 10 años,Python,Contratista internacional,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Dólares,60000,0,0,No,Maestría,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12967233561,09/14/2021 5:46:10 PM,09/14/2021 6:09:52 PM,Empresa Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Developer/ Engineer,Mid (intermedio),No,2+ años,C#,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",48,Pesos,30000000,6000000,0,No,Maestría,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Pasto
12967099274,09/14/2021 4:49:29 PM,09/14/2021 4:56:19 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Frontend Developer/ Engineer,Senior (Avanzado),No,Más de 15 años,JavaScript,Contrato a término indefinido,"Teletrabajo (100% trabajo en casa, debido a que así lo indica el contrato)",40,Pesos,174000000,0,0,No,Pregrado,Avanzado (puede liderar una reunion de varias personas en ingles cómodamente),Bogotá
12967070244,09/14/2021 4:35:40 PM,09/14/2021 4:47:13 PM,Empresa Colombiana con mercado latinoamericano,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Frontend Developer/ Engineer,Mid (intermedio),No,5 - 10 años,JavaScript,Contrato a término indefinido,"Flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",40,Pesos,108000000,18000000,0,Sí - stock options,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Bogotá
12966959501,09/14/2021 3:48:09 PM,09/14/2021 3:57:00 PM,Empresa extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Mid (intermedio),No,5 - 10 años,TypeScript,Contrato a término indefinido,"Remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un Café)",40,Pesos,56000000,0,0,No,Pregrado,Intermedio (puede pasar una entrevista de programación en ingles cómodamente),Otro
