respondent_id,date_created,date_modified,company-type,company-activity,company-years,position,seniority,founder,experience,main-programming-language,contract-type,workmode,work-time,currency,income-in-currency,extra-income-in-currency,stocks,stock-type,max-title,english-level,city,min-experience,max-experience
12994465049,09/24/2021 6:52:52 PM,09/24/2021 7:06:25 PM,Colombiana con mercado Colombiano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,Frontend Developer/ Engineer,Mid (intermedio),No,1+ año,JavaScript,Contrato a término indefinido,Remoto,48,Pesos,42000000.0,0,0,No,6,1,Medellín,1,1
12993375661,09/24/2021 10:37:20 AM,09/24/2021 10:44:00 AM,Extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Backend Developer/ Engineer,Mid (intermedio),No,3 - 5 años,TypeScript,Contratista internacional,Remoto,20,Dólares,24000.0,0,0,No,6,3,Medellín,3,4
12982331130,09/20/2021 6:44:44 PM,09/20/2021 7:06:33 PM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,QA / Tester Engineer,Junior (Principiante),No,2+ años,Java,Contrato a término indefinido,Remoto,45,Pesos,21600000.0,3600000,1800000,No,1,1,Medellín,2,2
12981117823,09/20/2021 10:27:50 AM,09/20/2021 11:16:58 AM,Extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,QA / Tester Engineer,Mid (intermedio),No,3 - 5 años,TypeScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Flexible,42,Pesos,64800000.0,0,0,No,4,2,Medellín,3,4
12981194677,09/20/2021 10:53:45 AM,09/20/2021 11:08:57 AM,Colombiana con mercado global,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,QA / Tester Engineer,Junior (Principiante),No,2+ años,Java,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Flexible,45,Pesos,48000000.0,4000000,0,No,2,2,Medellín,2,2
12981123858,09/20/2021 10:29:55 AM,09/20/2021 10:43:00 AM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Backend Developer/ Engineer,Mid (intermedio),No,3 - 5 años,Java,Contrato a término indefinido,Flexible,45,Pesos,96000000.0,0,0,No,4,2,Medellín,3,4
12978588177,09/19/2021 1:03:46 AM,09/19/2021 1:13:01 AM,Extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",5 - 10,Frontend Developer/ Engineer,Senior (Avanzado),No,3 - 5 años,TypeScript,Contrato a término indefinido,Remoto,32,Pesos,55000000.0,0,0,Sí - stock options,1,2,Bogotá,3,4
12978409087,09/18/2021 4:58:15 PM,09/18/2021 8:59:33 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Analyst / Analista,Mid (intermedio),No,3 - 5 años,Python,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Remoto,40,Pesos,50400000.0,8400000,3200000,No,4,3,Medellín,3,4
12978175383,09/18/2021 4:20:25 PM,09/18/2021 4:26:00 PM,Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Software Architect / Arquitecto de software,Senior (Avanzado),Sí,5 - 10 años,TypeScript,Contrato a término fijo,Remoto,50,Pesos,60000000.0,0,0,Sí - stock options,6,3,Pasto,5,9
12978150540,09/18/2021 3:52:19 PM,09/18/2021 4:15:42 PM,Colombiana con mercado EEUU,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,Software Engineer,Mid (intermedio),No,5 - 10 años,Java,Contrato a término indefinido,Remoto,43,Pesos,87000000.0,9000000,0,No,4,3,Bogotá,5,9
12977975833,09/18/2021 12:42:15 PM,09/18/2021 12:52:19 PM,Extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,Otro,Mid (intermedio),No,Menos de 1 año,Python,Contrato a término indefinido,Flexible,30,Pesos,300000000.0,0,30000000,Sí - rsus,5,3,Medellín,0,0
12977112199,09/17/2021 11:02:14 PM,09/17/2021 11:28:47 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Senior (Avanzado),No,3 - 5 años,JavaScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Remoto,48,Pesos,63000000.0,460000,0,No,4,2,Bogotá,3,4
12976555903,09/17/2021 4:27:35 PM,09/17/2021 5:42:06 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Engineer,Mid (intermedio),No,5 - 10 años,Java,Contrato a término indefinido,Remoto,40,Pesos,48000000.0,12000000,0,No,3,2,Medellín,5,9
12975494887,09/17/2021 9:27:30 AM,09/17/2021 9:40:45 AM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Analyst / Analista,Mid (intermedio),No,1+ año,TSQL,Otro,Remoto,44,Pesos,27600000.0,0,0,No,4,1,Montería,1,1
12973005929,09/16/2021 1:41:14 PM,09/16/2021 1:51:09 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Flexible,40,Pesos,66000000.0,5500000,3800000,No,1,3,Medellín,1,1
12972985873,09/16/2021 1:27:55 PM,09/16/2021 1:40:46 PM,Extranjera,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,Frontend Developer/ Engineer,Senior (Avanzado),No,5 - 10 años,JavaScript,Contrato a término indefinido,Remoto,40,Pesos,144000000.0,30000000,0,No,4,2,Medellín,5,9
12972851432,09/16/2021 12:36:46 PM,09/16/2021 12:47:25 PM,Colombiana con mercado latinoamericano,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Menos de 1,Web Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,Contrato a término indefinido,Remoto,40,Pesos,18000000.0,0,0,No,4,2,Cali,1,1
12972662090,09/16/2021 11:20:15 AM,09/16/2021 11:33:32 AM,Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Backend Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,Contrato a término indefinido,Flexible,45,Pesos,42000000.0,1200000,0,No,1,3,Medellín,1,1
12972650312,09/16/2021 11:15:41 AM,09/16/2021 11:21:07 AM,Colombiana con mercado latinoamericano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Senior (Avanzado),No,10 - 15 años,JavaScript,Contrato a término indefinido,Remoto,40,Pesos,96000000.0,8000000,0,No,1,2,Bogotá,10,14
12972615518,09/16/2021 11:02:34 AM,09/16/2021 11:15:49 AM,Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Backend Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,Contrato a término indefinido,Flexible,40,Pesos,60000000.0,0,0,No,1,2,Neiva,1,1
12972443098,09/16/2021 10:02:20 AM,09/16/2021 10:10:16 AM,Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Backend Developer/ Engineer,Junior (Principiante),No,3 - 5 años,Ruby,Contrato a término indefinido,Remoto,40,Pesos,18000000.0,6000000,0,No,4,2,Otro,3,4
12972422901,09/16/2021 9:55:07 AM,09/16/2021 10:02:48 AM,Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Otro,Junior (Principiante),No,Menos de 1 año,JavaScript,Contrato a término fijo,Presencial,40,Pesos,1320000.0,0,0,No,2,1,Medellín,0,0
12972163515,09/16/2021 8:23:52 AM,09/16/2021 8:32:26 AM,Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,Más de 10,QA / Tester Engineer,Mid (intermedio),No,2+ años,JavaScript,Contrato a término indefinido,Remoto,45,Pesos,84000000.0,0,0,No,4,3,Medellín,2,2
12971754258,09/16/2021 5:31:13 AM,09/16/2021 5:43:47 AM,Soy independiente (freelance),Consultoría y servicios de desarrollo de software a la medida,2 - 5,Full Stack Developer/ Engineer,Otro,No,Más de 15 años,PHP,Otro,Remoto,60,Pesos,4000000.0,0,0,No,1,2,Bogotá,15,15
12971117854,09/15/2021 11:44:26 PM,09/15/2021 11:55:34 PM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,QA / Tester Engineer,Mid (intermedio),No,10 - 15 años,C#,Contrato a término indefinido,Presencial,45,Pesos,40800000.0,0,0,No,4,0,Bucaramanga,10,14
12971118065,09/15/2021 11:44:38 PM,09/15/2021 11:52:07 PM,Colombiana con mercado latinoamericano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Backend Developer/ Engineer,Mid (intermedio),No,3 - 5 años,Java,Contrato a término indefinido,Remoto,40,Pesos,30000000.0,0,0,No,4,3,Bogotá,3,4
12971053350,09/15/2021 10:55:29 PM,09/15/2021 11:10:42 PM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Backend Developer/ Engineer,Senior (Avanzado),Sí,10 - 15 años,PHP,Contrato a término indefinido,Flexible,40,Pesos,3877000.0,1000000,0,Sí - stock options,5,1,,10,14
12970933077,09/15/2021 9:29:58 PM,09/15/2021 10:26:10 PM,Colombiana con mercado latinoamericano,Otro,2 - 5,Data Scientist / Engineer,Senior (Avanzado),Sí,Menos de 1 año,Python,Contrato a término indefinido,Remoto,40,Pesos,60000000.0,0,0,No,6,3,Medellín,0,0
12970953076,09/15/2021 9:43:12 PM,09/15/2021 9:55:28 PM,Extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,Software Architect / Arquitecto de software,Senior (Avanzado),No,Más de 15 años,C#,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Remoto,40,Pesos,268102530.0,107461622,68965517,Sí - stock options,6,3,Otro,15,15
12970948614,09/15/2021 9:39:45 PM,09/15/2021 9:49:47 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Machine learning Specialist / Engineer,Mid (intermedio),No,3 - 5 años,Python,Contrato a término indefinido,Remoto,40,Pesos,84000000.0,1500000,0,No,4,4,Bogotá,3,4
12970770913,09/15/2021 7:56:15 PM,09/15/2021 8:07:39 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Engineer,Senior (Avanzado),No,Más de 15 años,JavaScript,Contrato a término indefinido,Remoto,40,Pesos,122400000.0,4800000,0,No,4,2,Bogotá,15,15
12970611615,09/15/2021 6:41:53 PM,09/15/2021 7:16:01 PM,Colombiana con mercado latinoamericano,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Developer/ Engineer,Mid (intermedio),No,3 - 5 años,JavaScript,Contrato a término indefinido,Presencial,45,Pesos,42000000.0,0,0,No,3,1,Bogotá,3,4
12970671750,09/15/2021 7:08:11 PM,09/15/2021 7:14:44 PM,Colombiana con mercado Colombiano,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",5 - 10,Frontend Developer/ Engineer,Junior (Principiante),No,1+ año,JavaScript,Contrato a término indefinido,Remoto,45,Pesos,31200000.0,600000,0,No,1,2,Bogotá,1,1
12970528850,09/15/2021 6:09:02 PM,09/15/2021 6:22:18 PM,Extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Full Stack Developer/ Engineer,Senior (Avanzado),No,5 - 10 años,JavaScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Remoto,40,Pesos,78000000.0,0,0,No,4,1,Pereira,5,9
12970228477,09/15/2021 4:08:28 PM,09/15/2021 4:17:06 PM,Colombiana con mercado global,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Architect / Arquitecto de software,Mid (intermedio),No,5 - 10 años,Java,Contrato a término indefinido,Remoto,45,Pesos,46800000.0,0,0,No,4,1,Pereira,5,9
12970224611,09/15/2021 4:06:32 PM,09/15/2021 4:14:41 PM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Junior (Principiante),No,Menos de 1 año,JavaScript,Contrato a término fijo,Remoto,45,Pesos,24000000.0,0,0,No,4,2,Otro,0,0
12970198690,09/15/2021 3:56:01 PM,09/15/2021 4:05:51 PM,Colombiana con mercado global,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Mid (intermedio),No,1+ año,TypeScript,Contrato a término indefinido,Remoto,45,Pesos,21600000.0,960000,26400000,No,3,1,Medellín,1,1
12969725351,09/15/2021 12:47:13 PM,09/15/2021 1:05:59 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Engineer,Senior (Avanzado),No,3 - 5 años,JavaScript,Contrato a término indefinido,Remoto,40,Pesos,69600000.0,0,0,No,4,2,Medellín,3,4
12969667650,09/15/2021 12:26:08 PM,09/15/2021 12:48:31 PM,Extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,Software Engineer,Senior (Avanzado),No,3 - 5 años,Python,Contrato a término indefinido,Remoto,40,Pesos,125000000.0,15000000,35000000,Sí - rsus,5,3,Medellín,3,4
12969667050,09/15/2021 12:26:11 PM,09/15/2021 12:35:59 PM,Extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Software Engineer,Senior (Avanzado),No,5 - 10 años,Java,Contrato a término indefinido,Flexible,40,Pesos,99792000.0,20000000,0,No,6,1,Bogotá,5,9
12969358492,09/15/2021 10:38:58 AM,09/15/2021 10:47:39 AM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Otro,Senior (Avanzado),No,5 - 10 años,SQL,Contrato a término indefinido,Flexible,40,Pesos,104000000.0,8000000,0,No,2,3,Otro,5,9
12969278071,09/15/2021 10:13:24 AM,09/15/2021 10:27:32 AM,Extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",2 - 5,Machine learning Specialist / Engineer,Mid (intermedio),No,3 - 5 años,Python,Contrato a término indefinido,Remoto,45,Pesos,180000000.0,0,0,Sí - stock options,4,3,Medellín,3,4
12969244918,09/15/2021 10:02:58 AM,09/15/2021 10:17:06 AM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Engineer,Mid (intermedio),No,3 - 5 años,JavaScript,Contrato a término fijo,Remoto,40,Pesos,30000000.0,0,0,No,6,2,Bogotá,3,4
12969235142,09/15/2021 10:00:12 AM,09/15/2021 10:15:22 AM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Full Stack Developer/ Engineer,Junior (Principiante),No,Menos de 1 año,JavaScript,Contrato a término indefinido,Remoto,40,Pesos,24000000.0,2500000,0,No,1,2,Barranquilla,0,0
12969186359,09/15/2021 9:43:36 AM,09/15/2021 10:00:06 AM,Extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Data Scientist / Engineer,Mid (intermedio),No,2+ años,Python,Contrato a término indefinido,Flexible,40,Pesos,73200000.0,6100000,0,Sí - stock options,4,3,Bogotá,2,2
12969066387,09/15/2021 9:05:05 AM,09/15/2021 9:19:57 AM,Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Engineer,Junior (Principiante),No,2+ años,JavaScript,Contrato a término indefinido,Remoto,40,Pesos,44400000.0,0,0,No,4,2,Cali,2,2
12968996256,09/15/2021 8:42:14 AM,09/15/2021 9:13:16 AM,Colombiana con mercado latinoamericano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Data Scientist / Engineer,Junior (Principiante),No,Menos de 1 año,SQL,Contrato a término indefinido,Remoto,48,Pesos,24000000.0,6000000,0,No,4,1,Bogotá,0,0
12968951199,09/15/2021 8:27:48 AM,09/15/2021 8:41:26 AM,Colombiana con mercado Colombiano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",Más de 10,Analyst / Analista,Senior (Avanzado),No,1+ año,Python,Contrato a término indefinido,Remoto,45,Pesos,55200000.0,0,0,No,4,3,Bogotá,1,1
12968955486,09/15/2021 8:29:18 AM,09/15/2021 8:39:44 AM,Colombiana con mercado global,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",Más de 10,Developer/ Engineer,Junior (Principiante),No,Menos de 1 año,TypeScript,Contrato a término indefinido,Remoto,45,Pesos,39951000.0,7780000,0,No,4,1,Medellín,0,0
12968769280,09/15/2021 7:23:42 AM,09/15/2021 7:35:08 AM,Colombiana con mercado EEUU,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,Backend Developer/ Engineer,Mid (intermedio),No,3 - 5 años,Python,Contrato a término indefinido,Remoto,48,Pesos,60000000.0,0,0,No,4,1,Pereira,3,4
12968687666,09/15/2021 6:53:07 AM,09/15/2021 7:05:09 AM,Colombiana con mercado global,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Software Engineer,Senior (Avanzado),No,5 - 10 años,JavaScript,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Flexible,40,Pesos,120000000.0,5000000,0,No,7,3,Bogotá,5,9
12968581800,09/15/2021 6:11:07 AM,09/15/2021 6:18:42 AM,Colombiana con mercado Colombiano,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Machine learning Specialist / Engineer,Senior (Avanzado),No,5 - 10 años,"Mánager",Contrato a término indefinido,Flexible,50,Pesos,168000000.0,70000000,0,No,6,3,Bogotá,5,9
12968158182,09/15/2021 2:49:07 AM,09/15/2021 2:59:08 AM,Colombiana con mercado EEUU,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Machine learning Specialist / Engineer,Senior (Avanzado),No,3 - 5 años,Python,Contrato a término indefinido,Flexible,40,Pesos,144000000.0,12000,4000,Sí - stock options,4,3,Medellín,3,4
12968055477,09/15/2021 1:46:50 AM,09/15/2021 2:07:15 AM,Colombiana con mercado Colombiano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",Más de 10,Data Scientist / Engineer,Mid (intermedio),No,3 - 5 años,R,Contrato a término indefinido,Remoto,45,Pesos,38400000.0,3840000,3200000,No,6,2,Bogotá,3,4
12967698705,09/14/2021 9:32:59 PM,09/14/2021 9:47:47 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Engineer,Senior (Avanzado),No,5 - 10 años,Python,Contratista internacional,Remoto,40,Dólares,45000.0,0,0,No,4,2,Bogotá,5,9
12967498303,09/14/2021 7:40:52 PM,09/14/2021 7:50:49 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Software Engineer,Senior (Avanzado),No,5 - 10 años,JavaScript,Contrato a término indefinido,Flexible,40,Pesos,110000000.0,0,0,No,4,2,Medellín,5,9
12967307384,09/14/2021 6:15:11 PM,09/14/2021 6:24:19 PM,Extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Data Scientist / Engineer,Mid (intermedio),No,5 - 10 años,Python,Contratista internacional,Remoto,40,Dólares,60000.0,0,0,No,6,2,Bogotá,5,9
12967233561,09/14/2021 5:46:10 PM,09/14/2021 6:09:52 PM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Developer/ Engineer,Mid (intermedio),No,2+ años,C#,Contrato a término indefinido,Remoto,48,Pesos,30000000.0,6000000,0,No,6,2,Pasto,2,2
12967099274,09/14/2021 4:49:29 PM,09/14/2021 4:56:19 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Frontend Developer/ Engineer,Senior (Avanzado),No,Más de 15 años,JavaScript,Contrato a término indefinido,Remoto,40,Pesos,174000000.0,0,0,No,4,3,Bogotá,15,15
12967070244,09/14/2021 4:35:40 PM,09/14/2021 4:47:13 PM,Colombiana con mercado latinoamericano,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",2 - 5,Frontend Developer/ Engineer,Mid (intermedio),No,5 - 10 años,JavaScript,Contrato a término indefinido,Flexible,40,Pesos,108000000.0,18000000,0,Sí - stock options,4,2,Bogotá,5,9
12966959501,09/14/2021 3:48:09 PM,09/14/2021 3:57:00 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Mid (intermedio),No,5 - 10 años,TypeScript,Contrato a término indefinido,Remoto,40,Pesos,56000000.0,0,0,No,4,2,Otro,5,9
12966934928,09/14/2021 3:32:48 PM,09/14/2021 3:45:13 PM,Extranjera,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",5 - 10,Backend Developer/ Engineer,Mid (intermedio),No,2+ años,Python,Contrato a término indefinido,Remoto,40,Pesos,90000000.0,0,0,No,1,2,Bucaramanga,2,2
12966890640,09/14/2021 3:02:57 PM,09/14/2021 3:31:51 PM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Analyst / Analista,Mid (intermedio),No,5 - 10 años,PHP,Contrato a término indefinido,Remoto,45,Pesos,45600000.0,0,0,No,4,1,Santa Marta,5,9
12966299889,09/14/2021 10:52:43 AM,09/14/2021 12:00:50 PM,Extranjera,Consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Engineer,Senior (Avanzado),No,10 - 15 años,Java,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Flexible,40,Pesos,204000000.0,0,0,No,3,3,Bogotá,10,14
12966227187,09/14/2021 11:14:27 AM,09/14/2021 11:19:25 AM,Extranjera,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,Software Engineer,Senior (Avanzado),No,10 - 15 años,PHP,Contrato a término indefinido,Remoto,40,Dólares,20000.0,2000,0,No,4,3,Cúcuta,10,14
12966183273,09/14/2021 11:01:29 AM,09/14/2021 11:12:03 AM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Data Scientist / Engineer,Senior (Avanzado),No,3 - 5 años,R,Contrato a término indefinido,Remoto,40,Pesos,61200000.0,0,0,No,5,2,Medellín,3,4
12966161476,09/14/2021 10:55:24 AM,09/14/2021 11:05:19 AM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,2 - 5,Otro,Student (estudiante),No,Menos de 1 año,R,Contrato a término fijo,Presencial,45,Pesos,15960000.0,0,0,No,4,1,Otro,0,0
12966089543,09/14/2021 10:31:58 AM,09/14/2021 10:57:37 AM,"Sector público colombiano (ministerios, secretarías, alcaldías, etc)",Consultoría y servicios de desarrollo de software a la medida,Más de 10,Full Stack Developer/ Engineer,Senior (Avanzado),No,10 - 15 años,PHP,Contrato a término fijo,Remoto,50,Pesos,28400000.0,9000000,0,No,4,2,Bucaramanga,10,14
12966007730,09/14/2021 10:03:37 AM,09/14/2021 10:19:23 AM,Colombiana con mercado Colombiano,Otro,2 - 5,CTO (Chief Technical Officer),Mid (intermedio),No,2+ años,Ruby,Contrato a término indefinido,Flexible,48,Pesos,36000000.0,3600000,0,Sí - stock options,2,1,Bogotá,2,2
12965809685,09/14/2021 9:00:34 AM,09/14/2021 9:53:22 AM,Colombiana con mercado EEUU,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",Más de 10,Frontend Developer/ Engineer,Senior (Avanzado),No,10 - 15 años,JavaScript,Contrato a término indefinido,Flexible,40,Pesos,79000000.0,0,0,No,4,3,Barranquilla,10,14
12965761551,09/14/2021 8:44:16 AM,09/14/2021 9:41:28 AM,Colombiana con mercado Colombiano,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Full Stack Developer/ Engineer,Senior (Avanzado),No,10 - 15 años,JavaScript,Contrato a término indefinido,Remoto,48,Pesos,54000000.0,18000000,0,No,3,1,Cali,10,14
12965478719,09/14/2021 6:59:11 AM,09/14/2021 7:09:02 AM,Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,1,Full Stack Developer/ Engineer,Junior (Principiante),No,1+ año,Python,Contrato a término indefinido,Remoto,40,Pesos,20400000.0,600000,0,No,4,1,Medellín,1,1
12964579950,09/13/2021 10:19:04 PM,09/13/2021 10:32:01 PM,Colombiana con mercado global,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Otro,Senior (Avanzado),No,3 - 5 años,Otro,Contrato a término indefinido,Remoto,50,Pesos,10000000.0,5000000,0,Sí - dividendos,6,2,Bogotá,3,4
12964124894,09/13/2021 6:20:39 PM,09/13/2021 6:30:39 PM,Colombiana con mercado global,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",Más de 10,Software Engineer,Mid (intermedio),No,3 - 5 años,Java,Contrato a término indefinido,Remoto,40,Pesos,66000000.0,15000000,0,No,4,2,Bogotá,3,4
12964107683,09/13/2021 6:14:14 PM,09/13/2021 6:28:50 PM,Colombiana con mercado latinoamericano,"Servicio habilitado por tecnología (similar a domicilios.com, Uber, Tappsi, Bunny inc, Etsy, e-commerce)",1,Full Stack Developer/ Engineer,Senior (Avanzado),No,Más de 15 años,Java,Contrato a término indefinido,Remoto,48,Pesos,72000000.0,0,0,No,5,1,Cúcuta,15,15
12964105156,09/13/2021 6:11:56 PM,09/13/2021 6:22:47 PM,Colombiana con mercado EEUU,Consultoría y servicios de desarrollo de software a la medida,Más de 10,Frontend Developer/ Engineer,Mid (intermedio),No,2+ años,JavaScript,Contrato a término indefinido,Remoto,36,Pesos,60000000.0,10000000,0,No,4,3,Bogotá,2,2
12964004966,09/13/2021 5:33:44 PM,09/13/2021 5:52:44 PM,Extranjera,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",Más de 10,Mobile Developer,Senior (Avanzado),No,5 - 10 años,Swift,"Contrato a término indefinido con empresa local, pero trabajo para empresa Extranjera",Remoto,48,Pesos,72000000.0,4200000,0,No,1,1,Bogotá,5,9
12963780873,09/13/2021 3:57:01 PM,09/13/2021 4:14:07 PM,Colombiana con mercado latinoamericano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",Más de 10,Data Scientist / Engineer,Senior (Avanzado),No,5 - 10 años,Python,Contrato a término indefinido,Remoto,40,Pesos,115000000.0,0,0,No,6,2,Medellín,5,9
12963746739,09/13/2021 3:42:08 PM,09/13/2021 3:50:55 PM,Colombiana con mercado Colombiano,"Servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,Backend Developer/ Engineer,Mid (intermedio),No,2+ años,Ruby,Contrato a término indefinido,Remoto,45,Pesos,54000000.0,0,0,No,3,1,Bogotá,2,2
12962851471,09/13/2021 10:13:04 AM,09/13/2021 11:55:44 AM,Extranjera,"Servicio o producto de tecnología (similar a Dropbox, GitHub, Stripe, Heroku o hardware)",5 - 10,Otro,Senior (Avanzado),No,5 - 10 años,JavaScript,Contratista internacional,Flexible,40,Dólares,120000.0,0,0,No,6,3,Medellín,5,9
